FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUBSECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3321,Areas - Districts,0000,,E 05,75,9175,Captain,Annual,2,1,171456.00,342912.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3321,Areas - Districts,0000,,E 04,73,9173,Lieutenant,Annual,16,1,175002.00,2800032.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3321,Areas - Districts,0000,,E 04,73,9173,Lieutenant,Annual,94,1,170700.00,16045800.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3321,Areas - Districts,0000,,E 04,73,9173,Lieutenant,Annual,55,1,165624.00,9109320.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3321,Areas - Districts,0000,,E 04,73,9173,Lieutenant,Annual,26,1,160746.00,4179396.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3321,Areas - Districts,0000,,E 04,73,9173,Lieutenant,Annual,22,1,155934.00,3430548.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3321,Areas - Districts,0000,,E 03,71,9171,Sergeant,Annual,22,1,156564.00,3444408.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3321,Areas - Districts,0000,,E 03,71,9171,Sergeant,Annual,233,1,152010.00,35418330.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3321,Areas - Districts,0000,,E 03,71,9171,Sergeant,Annual,285,1,147252.00,41966820.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3321,Areas - Districts,0000,,E 03,71,9171,Sergeant,Annual,158,1,142668.00,22541544.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3321,Areas - Districts,0000,,E 03,71,9171,Sergeant,Annual,185,1,138318.00,25588830.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3321,Areas - Districts,0000,,E 03,71,9171,Sergeant,Annual,40,1,133890.00,5355600.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3321,Areas - Districts,0000,,D 2B,91,9165,Police Officer - Assigned as Detective,Annual,1,1,131448.00,131448.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3321,Areas - Districts,0000,,D 2A,91,9164,Police Officer - Assigned as Training Officer,Annual,22,1,137568.00,3026496.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3321,Areas - Districts,0000,,D 2A,91,9164,Police Officer - Assigned as Training Officer,Annual,41,1,133650.00,5479650.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3321,Areas - Districts,0000,,D 2A,91,9164,Police Officer - Assigned as Training Officer,Annual,40,1,128964.00,5158560.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3321,Areas - Districts,0000,,D 2A,91,9164,Police Officer - Assigned as Training Officer,Annual,61,1,124578.00,7599258.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2012,Patrol Services,3321,Areas - Districts,0000,,D 2A,91,9164,Police Officer - Assigned as Training Officer,Annual,199,1,120564.00,23992236.00
